generation,E_at,E_at_percentile,zvpe,zvpe_percentile,e_gap,e_gap_percentile,C_v,C_v_percentile,SMILES,coordList,functionalization
1,1013.730888,0.0,0.075677,0.0,0.255500,50.0,18.016000,0.0,OC1=NC=CN1,,[]
1,1405.032618,4.0,0.108668,12.0,0.254000,48.0,25.739000,6.0,CN1C(=N)COC1=O,,[]
1,1437.147925,6.0,0.097499,2.0,0.236100,36.0,32.430000,58.0,OC(C#C)C(=O)OC=N,,[]
1,1451.506597,8.0,0.104059,8.0,0.196500,14.0,26.296000,8.0,NC1=NCC2=C1ON=C2,,[]
1,1456.123184,10.0,0.099198,4.0,0.219800,26.0,29.801000,40.0,OC1C2C(C#C)N2C1=O,,[]
1,1483.182648,12.0,0.099560,6.0,0.190300,6.0,28.352000,20.0,O=C(C#N)C12CCC1O2,,[]
1,1485.946200,14.0,0.109220,14.0,0.247000,46.0,23.084000,2.0,O=C1OC2CC=CC12,,[]
1,1514.733824,16.0,0.121973,28.0,0.193700,10.0,28.000000,16.0,NC1=CC(N)=CN=C1,,[]
1,1515.546449,18.0,0.112577,16.0,0.174000,4.0,29.555000,38.0,CC1=C(O)C(=N)ON=C1,,[]
1,1543.552197,22.0,0.112988,20.0,0.173100,2.0,29.402000,32.0,CNC1=NC=C(O1)C=O,,[]
1,1588.782452,28.0,0.128620,34.0,0.152500,0.0,28.933000,24.0,O=CC(=O)CC1CC1,,[]
2,928.346929,0.0,0.059833,2.7,0.234000,68.0,19.861000,2.7,OC(C=O)C#N,,[]
2,961.520844,0.7,0.055700,2.0,0.188900,29.3,17.899000,0.0,O=CC1=NC=NO1,,[]
2,977.325926,1.3,0.043102,0.7,0.199000,38.7,24.512000,14.0,FC(F)(F)C#CC=O,,[]
2,993.370088,2.0,0.034807,0.0,0.155000,9.3,23.797000,10.0,O=C(C#N)C(=O)C#N,,[]
2,1046.659447,5.3,0.064746,4.7,0.126500,0.7,23.759000,9.3,NC(=O)C(=O)C=O,,[]
2,1173.649167,10.0,0.072302,6.7,0.175100,20.7,22.581000,5.3,FC1=CC=NC(=N)O1,,[]
2,1289.421528,18.0,0.079356,17.3,0.135300,2.7,23.189000,7.3,O1N=CC2=CN=CC2=N1,,[]
2,1601.791351,77.3,0.126449,76.0,0.111400,0.0,28.215000,52.7,O=C1O[C-]2C[NH2+]CC2=C1,,[]
3,843.073411,0.0,0.034056,0.8,0.208300,50.0,21.261000,7.6,O=C1ON=NOC1=O,,[]
3,855.199404,0.4,0.045968,2.4,0.115100,0.4,18.951000,3.6,O=CC(=O)C=O,,[]
3,890.011120,0.8,0.032052,0.0,0.205800,46.8,23.438000,19.6,FC(F)(F)C(=O)C#N,,[]
3,929.168338,2.4,0.074633,19.6,0.267800,83.2,16.822000,0.4,CN1C=NN=N1,,[]
3,953.388322,2.8,0.072528,16.0,0.294200,89.6,15.634000,0.0,O1C2C3OC2C13,,[]
3,961.520844,3.6,0.055700,4.4,0.188900,31.2,17.899000,0.8,O=CC1=NC=NO1,,[]
3,977.325926,4.4,0.043102,2.0,0.199000,41.6,24.512000,26.0,FC(F)(F)C#CC=O,,[]
3,993.370088,4.8,0.034807,1.2,0.155000,8.4,23.797000,22.0,O=C(C#N)C(=O)C#N,,[]
3,1601.791351,86.0,0.126449,85.6,0.111400,0.0,28.215000,64.0,O=C1O[C-]2C[NH2+]CC2=C1,,[]
4,494.017501,0.0,0.015951,0.0,0.277000,74.3,10.398000,0.0,N#CC#N,,[]
4,699.287145,0.3,0.033264,0.9,0.224300,52.0,17.598000,1.1,FC(F)(F)C=O,,[]
4,843.073411,0.6,0.034056,1.1,0.208300,37.7,21.261000,8.6,O=C1ON=NOC1=O,,[]
4,855.199404,0.9,0.045968,2.9,0.115100,0.6,18.951000,3.7,O=CC(=O)C=O,,[]
4,890.011120,1.4,0.032052,0.3,0.205800,35.4,23.438000,20.0,FC(F)(F)C(=O)C#N,,[]
4,929.168338,2.6,0.074633,18.6,0.267800,71.1,16.822000,0.6,CN1C=NN=N1,,[]
4,961.520844,3.4,0.055700,5.1,0.188900,23.1,17.899000,1.4,O=CC1=NC=NO1,,[]
4,977.325926,4.3,0.043102,2.3,0.199000,31.4,24.512000,27.1,FC(F)(F)C#CC=O,,[]
4,993.370088,4.6,0.034807,1.4,0.155000,6.3,23.797000,22.3,O=C(C#N)C(=O)C#N,,[]
4,1306.673018,35.4,0.100175,52.9,0.250300,65.4,17.214000,0.9,C1=CC=CC=C1,,[]
4,1601.791351,68.3,0.126449,67.7,0.111400,0.0,28.215000,62.3,O=C1O[C-]2C[NH2+]CC2=C1,,[]
4,1696.891039,72.6,0.138486,72.9,0.114500,0.3,24.968000,30.9,C1C2C3OC4C3C1=CC24,,[]
5,494.017501,0.0,0.015951,0.0,0.277000,74.4,10.398000,0.0,N#CC#N,,[]
5,699.287145,0.2,0.033264,0.9,0.224300,51.3,17.598000,1.8,FC(F)(F)C=O,,[]
5,734.216833,0.4,0.035547,1.6,0.200400,30.4,19.569000,5.3,O=N(=O)C1=NON=N1,,[]
5,783.223440,0.9,0.027023,0.2,0.211300,40.9,17.827000,2.0,N#CC#CC#N,,[]
5,843.073411,1.1,0.034056,1.1,0.208300,37.3,21.261000,9.3,O=C1ON=NOC1=O,,[]
5,855.199404,1.3,0.045968,2.9,0.115100,0.7,18.951000,4.0,O=CC(=O)C=O,,[]
5,890.011120,1.8,0.032052,0.4,0.205800,34.7,23.438000,19.3,FC(F)(F)C(=O)C#N,,[]
5,929.168338,2.7,0.074633,17.8,0.267800,71.3,16.822000,1.1,CN1C=NN=N1,,[]
5,961.520844,3.6,0.055700,4.9,0.188900,21.6,17.899000,2.2,O=CC1=NC=NO1,,[]
5,977.325926,4.2,0.043102,2.4,0.199000,29.8,24.512000,26.4,FC(F)(F)C#CC=O,,[]
5,993.370088,4.7,0.034807,1.3,0.155000,6.9,23.797000,22.2,O=C(C#N)C(=O)C#N,,[]
