generation,E_at,E_at_percentile,zvpe,zvpe_percentile,e_gap,e_gap_percentile,C_v,C_v_percentile,SMILES,coordList,functionalization
1,1111.285393,0.0,0.079569,0.0,0.239200,42.0,20.600000,2.0,CN1N=COC1=O,,[]
1,1216.111478,2.0,0.109407,6.0,0.291700,76.0,18.623000,0.0,C1C2C1N1CC21,,[]
1,1403.766931,10.0,0.115068,12.0,0.148400,0.0,31.092000,46.0,NC1=C(N)C(=N)N=NN1,,[]
1,1510.415304,16.0,0.119915,14.0,0.223600,30.0,27.063000,14.0,CC1=CNC(=O)OC1,,[]
1,1548.456183,18.0,0.129951,20.0,0.212200,16.0,28.820000,24.0,CN=C1OC=CN1C,,[]
1,1608.231481,28.0,0.127031,16.0,0.199000,12.0,30.357000,34.0,NC1=CC(=O)NC=NC1,,[]
1,1693.132885,36.0,0.136646,40.0,0.205300,14.0,29.183000,28.0,CC12COC(OC1)C2=O,,[]
1,1782.175225,54.0,0.149309,50.0,0.190200,4.0,30.717000,40.0,ON=C1C=CCC2CC12,,[]
2,1003.479893,0.0,0.047506,0.0,0.192400,32.0,21.145000,1.3,O=CC1=NOC(=O)O1,,[]
2,1050.833013,0.7,0.063418,0.7,0.181600,21.3,25.689000,14.0,ON=C(C#C)C#C,,[]
2,1111.285393,1.3,0.079569,6.0,0.239200,68.7,20.600000,0.7,CN1N=COC1=O,,[]
2,1132.994083,2.0,0.072412,2.7,0.187000,25.3,24.105000,6.7,NC1=NC(C=O)=NO1,,[]
2,1183.374309,2.7,0.076295,4.0,0.174000,16.7,26.452000,21.3,CN1N=NC(=O)C(F)=N1,,[]
2,1204.963145,3.3,0.068878,2.0,0.157600,10.0,21.406000,2.0,O1N=CN=C2N=CN=C12,,[]
2,1216.111478,5.3,0.109407,34.0,0.291700,92.0,18.623000,0.0,C1C2C1N1CC21,,[]
2,1257.074042,8.0,0.063517,1.3,0.175500,18.0,27.754000,32.7,C#CC1=C(N=NO1)C#C,,[]
2,1312.951250,12.0,0.079971,6.7,0.127400,1.3,22.981000,2.7,O1C=NC2=CN=CC2=N1,,[]
2,1363.942043,20.0,0.073234,3.3,0.140600,3.3,30.835000,63.3,O=C(CC#C)C(=O)C#N,,[]
2,1574.117556,56.7,0.124506,56.0,0.109100,0.7,33.124000,85.3,NC(=[NH2+])N1[CH-]C(=O)C=C1,,[]
2,1577.996192,59.3,0.126623,62.7,0.095500,0.0,28.254000,34.7,[O-]C1=COC2=C1C[NH2+]C2,,[]
3,811.871758,0.0,0.056139,2.0,0.300400,96.0,14.866000,0.0,N#CC1CO1,,[]
3,995.794157,0.4,0.068999,6.8,0.261500,87.6,21.127000,2.4,OC1=NC(O)=NN1,,[]
3,1003.479893,0.8,0.047506,0.8,0.192400,36.8,21.145000,2.8,O=CC1=NOC(=O)O1,,[]
3,1012.039750,1.2,0.043048,0.4,0.230900,69.6,25.863000,28.0,FC(F)(F)C#CC#C,,[]
3,1039.244168,1.6,0.042087,0.0,0.193600,38.8,23.714000,12.8,N#CC#CC1=NON=N1,,[]
3,1050.833013,2.0,0.063418,2.8,0.181600,26.8,25.689000,27.6,ON=C(C#C)C#C,,[]
3,1077.928244,2.4,0.060188,2.4,0.197600,40.0,21.093000,2.0,FC1=CN=NC=C1F,,[]
3,1111.285393,2.8,0.079569,20.4,0.239200,75.2,20.600000,1.2,CN1N=COC1=O,,[]
3,1123.449664,3.6,0.065586,4.4,0.172900,20.0,26.015000,28.8,NC1=C2N=NOC2=NO1,,[]
3,1131.409622,4.0,0.078602,18.8,0.185600,30.0,22.089000,4.8,O=C(C#N)C1CN1,,[]
3,1132.994083,4.4,0.072412,8.8,0.187000,31.2,24.105000,16.4,NC1=NC(C=O)=NO1,,[]
3,1135.352264,5.2,0.082233,23.6,0.176000,22.0,25.054000,22.4,CC1=NON=NC1=N,,[]
3,1136.601008,5.6,0.072826,10.0,0.179300,24.0,21.629000,4.0,O=N(=O)C1=CC=CO1,,[]
3,1153.098859,6.0,0.067545,6.0,0.147700,5.2,24.928000,21.2,N=C1NN=NC(=N1)C#N,,[]
3,1171.971207,7.2,0.056113,1.6,0.152500,9.2,27.328000,45.2,O=C(C#C)C(=O)C#C,,[]
3,1173.966687,8.0,0.081528,23.2,0.201300,43.6,19.287000,0.8,OC1=CN=CC=N1,,[]
3,1189.173751,10.0,0.072573,9.2,0.184400,29.2,22.835000,7.6,N=C1OC=COC1=O,,[]
3,1196.400151,11.6,0.065891,4.8,0.152700,9.6,25.353000,25.6,N=C1ON=C(C=N1)C#N,,[]
3,1202.245401,12.8,0.065181,4.0,0.157700,12.0,24.152000,17.2,FC1=NC=C(C=O)N=N1,,[]
3,1204.963145,13.2,0.068878,6.4,0.157600,11.6,21.406000,3.2,O1N=CN=C2N=CN=C12,,[]
3,1216.111478,16.0,0.109407,59.2,0.291700,94.4,18.623000,0.4,C1C2C1N1CC21,,[]
3,1222.170082,17.2,0.081224,22.8,0.124500,1.2,30.434000,72.4,NC(=[NH2+])C#CC([O-])=O,,[]
3,1252.590486,23.2,0.080839,22.4,0.129500,2.0,22.789000,6.8,N1N=NC2=CN=CC2=N1,,[]
3,1295.492054,29.2,0.079728,21.2,0.153000,10.4,22.813000,7.2,O1N=CC2=CC=NC2=N1,,[]
3,1312.951250,33.6,0.079971,21.6,0.127400,1.6,22.981000,8.0,O1C=NC2=CN=CC2=N1,,[]
3,1363.942043,43.6,0.073234,10.8,0.140600,4.4,30.835000,76.0,O=C(CC#C)C(=O)C#N,,[]
3,1380.613087,46.0,0.100759,52.0,0.081400,0.0,30.409000,71.6,NC=[NH+]C1=NOC([O-])=C1,,[]
3,1399.754636,50.0,0.077335,16.0,0.139900,4.0,26.592000,36.8,O=C1C=CC(C#N)C1=O,,[]
3,1577.996192,75.6,0.126623,77.6,0.095500,0.4,28.254000,53.2,[O-]C1=COC2=C1C[NH2+]C2,,[]
4,670.268597,0.0,0.055410,3.4,0.322200,98.9,12.482000,0.3,CC#C,,[]
4,784.640984,0.3,0.059116,4.6,0.271500,90.0,12.360000,0.0,N1C=NN=C1,,[]
4,811.871758,0.6,0.056139,4.0,0.300400,95.4,14.866000,0.9,N#CC1CO1,,[]
4,855.199404,0.9,0.045968,0.9,0.115100,0.9,18.951000,3.1,O=CC(=O)C=O,,[]
4,890.450376,1.1,0.043828,0.6,0.224400,63.4,18.046000,2.3,N#CC1=CON=N1,,[]
4,942.772116,1.7,0.079595,32.0,0.254200,82.9,16.197000,1.1,O=CN1CC1,,[]
4,979.719874,3.1,0.057617,4.3,0.225100,64.3,16.669000,1.4,FC1=NC=NC=N1,,[]
4,1012.039750,4.6,0.043048,0.3,0.230900,68.6,25.863000,36.9,FC(F)(F)C#CC#C,,[]
