generation,E_at,E_at_percentile,zvpe,zvpe_percentile,e_gap,e_gap_percentile,C_v,C_v_percentile,SMILES,coordList,functionalization
1,1224.717143,0.0,0.068927,0.0,0.186600,10.0,21.532000,2.0,O1N=NC2=C1N=CN=C2,,[]
1,1265.428703,2.0,0.075293,2.0,0.191800,16.0,21.261000,0.0,N#CC1=NC=NC=C1,,[]
1,1316.229360,4.0,0.078774,6.0,0.180800,4.0,25.848000,6.0,N=C1C=NOC=C1C#N,,[]
1,1378.080459,6.0,0.077038,4.0,0.151400,0.0,26.818000,10.0,O=C1OC=CN=C1C#C,,[]
2,855.199404,0.0,0.045968,0.7,0.115100,0.7,18.951000,0.7,O=CC(=O)C=O,,[]
2,1073.449709,1.3,0.037484,0.0,0.174400,11.3,23.324000,6.7,N#CC#CC#CC#N,,[]
2,1093.710108,3.3,0.069165,4.7,0.226900,60.0,17.794000,0.0,FC1=NC=NC=C1,,[]
2,1473.360870,46.0,0.128928,71.3,0.076600,0.0,31.632000,74.7,[O-]C(=O)CCNC=[NH2+],,[]
3,605.972721,0.0,0.025718,0.0,0.246900,69.2,13.622000,0.0,O=C1ON=NO1,,[]
3,798.442427,0.4,0.055704,4.4,0.219100,48.8,15.692000,1.6,O=CNC=O,,[]
3,836.881775,0.8,0.054694,3.2,0.230000,59.2,16.279000,2.0,O=CCC#N,,[]
3,855.199404,1.2,0.045968,0.8,0.115100,0.4,18.951000,3.2,O=CC(=O)C=O,,[]
3,1073.449709,7.2,0.037484,0.4,0.174400,12.0,23.324000,14.4,N#CC#CC#CC#N,,[]
3,1473.360870,51.6,0.128928,69.2,0.076600,0.0,31.632000,81.6,[O-]C(=O)CCNC=[NH2+],,[]
4,605.972721,0.0,0.025718,0.0,0.246900,72.6,13.622000,0.0,O=C1ON=NO1,,[]
4,798.442427,0.3,0.055704,5.4,0.219100,53.4,15.692000,1.4,O=CNC=O,,[]
4,831.650856,0.6,0.036304,0.6,0.194700,32.0,18.651000,4.3,O=C(C#C)C#N,,[]
4,836.881775,0.9,0.054694,4.3,0.230000,63.4,16.279000,1.7,O=CCC#N,,[]
4,839.487194,1.1,0.054510,4.0,0.211800,46.9,16.963000,2.6,CC(=O)C#N,,[]
4,855.199404,1.4,0.045968,1.1,0.115100,0.3,18.951000,4.6,O=CC(=O)C=O,,[]
4,993.388913,5.4,0.056720,6.3,0.200800,37.1,17.728000,2.9,O=C1OC=NC=N1,,[]
4,994.579299,5.7,0.055819,5.7,0.210400,45.1,18.463000,4.0,O=C1OCOC1=O,,[]
4,1073.449709,10.9,0.037484,0.9,0.174400,14.6,23.324000,21.4,N#CC#CC#CC#N,,[]
