generation,E_at,E_at_percentile,zvpe,zvpe_percentile,e_gap,e_gap_percentile,C_v,C_v_percentile,SMILES,coordList,functionalization
1,1188.983616,0.0,0.077449,0.0,0.201600,10.0,26.937000,10.0,NC(C#N)C1=NON=N1,,[]
1,1336.166591,2.0,0.101615,6.0,0.188000,8.0,30.468000,44.0,NC=NC1=NON=C1N,,[]
1,1410.429827,10.0,0.103677,10.0,0.211400,24.0,26.295000,2.0,CC1=NNC2=NN=CN12,,[]
1,1474.896385,12.0,0.112792,16.0,0.168300,0.0,27.051000,12.0,C1CC1C1=CN=NN=N1,,[]
1,1487.741504,14.0,0.108940,12.0,0.208800,18.0,26.018000,0.0,NC1=CC=CC=C1F,,[]
2,1155.280710,0.0,0.083473,0.7,0.174700,5.3,23.500000,0.0,COC1=CN=NN=N1,,[]
2,1188.983616,0.7,0.077449,0.0,0.201600,16.0,26.937000,10.0,NC(C#N)C1=NON=N1,,[]
2,1279.156100,2.7,0.085897,2.7,0.156600,1.3,28.810000,26.0,CN=C1N=NOC=C1F,,[]
2,1474.896385,16.0,0.112792,16.7,0.168300,3.3,27.051000,10.7,C1CC1C1=CN=NN=N1,,[]
2,1594.609505,23.3,0.125710,28.0,0.153500,0.7,31.090000,48.7,CC1=CC(=N)NN=C1O,,[]
2,1751.917973,51.3,0.135137,36.0,0.142600,0.0,30.435000,40.0,O=C1CC2(CC2)CC1=O,,[]
3,1001.107280,0.0,0.060817,0.0,0.209500,17.2,20.741000,0.4,O=N(=O)C1=CON=C1,,[]
3,1041.946851,0.4,0.069709,0.4,0.166900,4.0,18.485000,0.0,O=C1NN=CN=C1,,[]
3,1187.044612,1.2,0.075656,0.8,0.155000,1.2,28.728000,22.8,NC1=C(F)N=NOC1=N,,[]
3,1384.254524,8.0,0.095433,6.0,0.153800,0.8,26.834000,9.6,NC1=CC(=O)C(=O)C1,,[]
3,1594.609505,20.8,0.125710,23.2,0.153500,0.4,31.090000,44.4,CC1=CC(=N)NN=C1O,,[]
3,1751.917973,48.8,0.135137,32.8,0.142600,0.0,30.435000,37.2,O=C1CC2(CC2)CC1=O,,[]
4,1001.107280,0.0,0.060817,0.3,0.209500,18.6,20.741000,0.9,O=N(=O)C1=CON=C1,,[]
4,1041.946851,0.3,0.069709,0.9,0.166900,4.0,18.485000,0.3,O=C1NN=CN=C1,,[]
4,1045.188565,0.6,0.052432,0.0,0.169700,5.7,24.397000,3.1,FC1=NOC(=N)C(F)=N1,,[]
4,1093.336740,0.9,0.086125,4.0,0.256100,53.1,17.968000,0.0,O=C1NC2CC12,,[]
4,1187.044612,1.7,0.075656,1.1,0.155000,1.4,28.728000,24.6,NC1=C(F)N=NOC1=N,,[]
4,1228.875021,2.9,0.063661,0.6,0.167900,4.6,26.569000,8.9,O=CC1=C(N=NO1)C#C,,[]
4,1384.254524,8.0,0.095433,6.6,0.153800,1.1,26.834000,10.6,NC1=CC(=O)C(=O)C1,,[]
4,1399.930966,8.9,0.089334,5.1,0.141300,0.3,26.672000,9.7,N=C1OC=CN=C1C=O,,[]
4,1416.993576,10.6,0.101064,10.3,0.128500,0.0,30.493000,39.4,NC1=C(O)N=CC(=N)O1,,[]
4,1432.536986,11.4,0.090590,5.4,0.155100,1.7,26.172000,7.4,O=CC1=NC=CC(=O)N1,,[]
5,973.555221,0.0,0.073232,1.3,0.242000,45.3,20.960000,1.1,NC(=O)NC=O,,[]
5,1001.107280,0.2,0.060817,0.7,0.209500,20.0,20.741000,0.9,O=N(=O)C1=CON=C1,,[]
5,1034.787596,0.4,0.057098,0.2,0.208000,18.9,18.031000,0.2,N#CC1=NC=CO1,,[]
5,1041.946851,0.7,0.069709,1.1,0.166900,4.7,18.485000,0.4,O=C1NN=CN=C1,,[]
5,1045.188565,0.9,0.052432,0.0,0.169700,6.0,24.397000,3.3,FC1=NOC(=N)C(F)=N1,,[]
5,1093.336740,1.3,0.086125,4.2,0.256100,53.3,17.968000,0.0,O=C1NC2CC12,,[]
5,1172.496432,2.0,0.074512,1.6,0.153300,1.3,24.902000,4.4,O=CC(=O)CC#C,,[]
5,1228.875021,3.1,0.063661,0.9,0.167900,5.1,26.569000,8.9,O=CC1=C(N=NO1)C#C,,[]
5,1261.876372,3.3,0.081578,3.1,0.155600,2.4,22.282000,1.6,N1N=NC2=CC=NC2=N1,,[]
5,1353.532288,6.2,0.088424,4.4,0.146100,0.9,30.079000,37.3,NC1=[NH+]C=C([O-])C(=O)O1,,[]
5,1399.930966,8.9,0.089334,5.3,0.141300,0.4,26.672000,9.6,N=C1OC=CN=C1C=O,,[]
5,1416.993576,10.4,0.101064,9.8,0.128500,0.0,30.493000,41.6,NC1=C(O)N=CC(=N)O1,,[]
5,1535.122235,19.6,0.113959,18.2,0.138100,0.2,28.930000,26.9,N=C1NCCC(=O)C1=O,,[]
6,973.555221,0.0,0.073232,1.1,0.242000,45.5,20.960000,0.9,NC(=O)NC=O,,[]
6,1001.107280,0.2,0.060817,0.5,0.209500,20.0,20.741000,0.7,O=N(=O)C1=CON=C1,,[]
6,1034.787596,0.4,0.057098,0.2,0.208000,18.9,18.031000,0.2,N#CC1=NC=CO1,,[]
6,1041.946851,0.5,0.069709,0.9,0.166900,4.7,18.485000,0.4,O=C1NN=CN=C1,,[]
6,1045.188565,0.7,0.052432,0.0,0.169700,5.8,24.397000,2.9,FC1=NOC(=N)C(F)=N1,,[]
6,1093.336740,1.1,0.086125,3.6,0.256100,54.2,17.968000,0.0,O=C1NC2CC12,,[]
6,1172.496432,1.6,0.074512,1.3,0.153300,1.3,24.902000,4.0,O=CC(=O)CC#C,,[]
6,1228.875021,2.9,0.063661,0.7,0.167900,5.1,26.569000,8.2,O=CC1=C(N=NO1)C#C,,[]
6,1261.876372,3.1,0.081578,2.5,0.155600,2.4,22.282000,1.5,N1N=NC2=CC=NC2=N1,,[]
6,1353.532288,5.6,0.088424,3.8,0.146100,0.7,30.079000,36.7,NC1=[NH+]C=C([O-])C(=O)O1,,[]
6,1399.930966,8.0,0.089334,4.5,0.141300,0.4,26.672000,8.7,N=C1OC=CN=C1C=O,,[]
6,1416.993576,9.5,0.101064,8.7,0.128500,0.0,30.493000,41.1,NC1=C(O)N=CC(=N)O1,,[]
6,1535.122235,18.7,0.113959,17.5,0.138100,0.2,28.930000,26.4,N=C1NCCC(=O)C1=O,,[]
7,973.555221,0.0,0.073232,1.1,0.242000,44.6,20.960000,0.9,NC(=O)NC=O,,[]
7,986.815751,0.2,0.056738,0.2,0.213600,23.4,17.612000,0.0,O=C1N=COC=N1,,[]
7,1001.107280,0.3,0.060817,0.6,0.209500,19.4,20.741000,0.8,O=N(=O)C1=CON=C1,,[]
7,1034.787596,0.5,0.057098,0.3,0.208000,18.2,18.031000,0.3,N#CC1=NC=CO1,,[]
7,1041.946851,0.6,0.069709,0.9,0.166900,4.2,18.485000,0.5,O=C1NN=CN=C1,,[]
7,1045.188565,0.8,0.052432,0.0,0.169700,5.1,24.397000,3.2,FC1=NOC(=N)C(F)=N1,,[]
7,1172.496432,1.7,0.074512,1.2,0.153300,1.1,24.902000,4.3,O=CC(=O)CC#C,,[]
7,1228.875021,2.8,0.063661,0.8,0.167900,4.5,26.569000,8.3,O=CC1=C(N=NO1)C#C,,[]
7,1261.876372,2.9,0.081578,2.5,0.155600,2.0,22.282000,1.5,N1N=NC2=CC=NC2=N1,,[]
7,1353.532288,5.1,0.088424,3.5,0.146100,0.6,30.079000,36.2,NC1=[NH+]C=C([O-])C(=O)O1,,[]
7,1399.930966,7.2,0.089334,4.2,0.141300,0.3,26.672000,8.9,N=C1OC=CN=C1C=O,,[]
