generation,E_at,E_at_percentile,zvpe,zvpe_percentile,e_gap,e_gap_percentile,C_v,C_v_percentile,SMILES,coordList,functionalization
1,1224.717143,0.0,0.068927,0.0,0.186600,10.0,21.532000,2.0,O1N=NC2=C1N=CN=C2,,[]
1,1265.428703,2.0,0.075293,2.0,0.191800,16.0,21.261000,0.0,N#CC1=NC=NC=C1,,[]
1,1316.229360,4.0,0.078774,6.0,0.180800,4.0,25.848000,6.0,N=C1C=NOC=C1C#N,,[]
1,1378.080459,6.0,0.077038,4.0,0.151400,0.0,26.818000,10.0,O=C1OC=CN=C1C#C,,[]
2,947.807880,0.0,0.049482,0.0,0.173400,14.7,19.145000,0.7,O1C=C2ON=NC2=N1,,[]
2,1101.482440,1.3,0.085647,13.3,0.256600,82.7,18.326000,0.0,CC1=NOC=C1,,[]
2,1149.673913,4.0,0.080568,12.0,0.172400,13.3,25.048000,12.0,NC1=NN=C2NN=NN12,,[]
2,1284.014906,9.3,0.078583,10.7,0.169900,10.7,25.731000,15.3,O=C1NN=CC(=O)N=C1,,[]
2,1295.149434,11.3,0.077837,9.3,0.166200,10.0,26.985000,23.3,NC1=C(F)N=COC1=O,,[]
2,1342.602328,16.7,0.102786,36.7,0.153600,6.0,29.555000,50.0,NC1=C(O)C(=N)N=NN1,,[]
2,1372.779259,21.3,0.104432,40.7,0.139200,2.7,30.171000,57.3,CN=C(N)C(=O)C=O,,[]
2,1377.769841,22.0,0.077560,8.7,0.159000,7.3,26.043000,17.3,O=CN1C(=O)C=CC1=O,,[]
2,1378.080459,22.7,0.077038,8.0,0.151400,5.3,26.818000,22.7,O=C1OC=CN=C1C#C,,[]
2,1380.152495,23.3,0.103025,38.0,0.132200,2.0,27.550000,28.0,NC1=[NH+]C2=C(C1)N=N[N-]2,,[]
2,1386.848648,25.3,0.076672,7.3,0.130900,1.3,28.539000,36.7,O=C1NC=C(C#C)C1=O,,[]
2,1482.157297,46.0,0.099670,29.3,0.126700,0.7,29.788000,54.0,O=C1CNC(C#C)C1=O,,[]
2,1512.174213,48.7,0.122793,59.3,0.111800,0.0,33.799000,88.0,[NH3+]CC(O)C#CC([O-])=O,,[]
3,605.972721,0.0,0.025718,0.0,0.246900,82.0,13.622000,0.0,O=C1ON=NO1,,[]
3,841.086716,0.4,0.042374,0.8,0.208000,45.2,18.783000,1.6,C#CC1=NON=N1,,[]
3,947.807880,0.8,0.049482,1.2,0.173400,16.8,19.145000,2.0,O1C=C2ON=NC2=N1,,[]
3,993.370088,2.8,0.034807,0.4,0.155000,7.6,23.797000,15.6,O=C(C#N)C(=O)C#N,,[]
3,1037.660961,4.4,0.057283,2.8,0.230200,69.6,18.024000,0.8,N#CC1=COC=N1,,[]
