generation,E_at,E_at_percentile,zvpe,zvpe_percentile,e_gap,e_gap_percentile,C_v,C_v_percentile,SMILES,coordList,functionalization
1,1111.285393,0.0,0.079569,0.0,0.239200,42.0,20.600000,2.0,CN1N=COC1=O,,[]
1,1216.111478,2.0,0.109407,6.0,0.291700,76.0,18.623000,0.0,C1C2C1N1CC21,,[]
1,1403.766931,10.0,0.115068,12.0,0.148400,0.0,31.092000,46.0,NC1=C(N)C(=N)N=NN1,,[]
1,1510.415304,16.0,0.119915,14.0,0.223600,30.0,27.063000,14.0,CC1=CNC(=O)OC1,,[]
1,1548.456183,18.0,0.129951,20.0,0.212200,16.0,28.820000,24.0,CN=C1OC=CN1C,,[]
1,1608.231481,28.0,0.127031,16.0,0.199000,12.0,30.357000,34.0,NC1=CC(=O)NC=NC1,,[]
1,1693.132885,36.0,0.136646,40.0,0.205300,14.0,29.183000,28.0,CC12COC(OC1)C2=O,,[]
1,1782.175225,54.0,0.149309,50.0,0.190200,4.0,30.717000,40.0,ON=C1C=CCC2CC12,,[]
2,1111.285393,0.0,0.079569,1.3,0.239200,48.0,20.600000,0.7,CN1N=COC1=O,,[]
2,1209.279783,0.7,0.070974,0.0,0.216200,24.7,23.660000,1.3,O=C1CC2OC12C#N,,[]
2,1216.111478,1.3,0.109407,10.7,0.291700,74.0,18.623000,0.0,C1C2C1N1CC21,,[]
2,1251.157882,2.7,0.090714,2.7,0.139900,0.0,27.671000,14.0,NC1=NNC(=C1)N(=O)=O,,[]
2,1340.973313,5.3,0.077784,0.7,0.174300,3.3,24.820000,2.0,FC1=NC=C(C=O)N=C1,,[]
2,1406.755132,9.3,0.089300,2.0,0.159300,1.3,28.075000,16.0,NC1=CC=C(F)OC1=O,,[]
2,1519.258168,17.3,0.119771,17.3,0.170800,2.7,25.029000,3.3,O=CC1=CCN2CC12,,[]
3,1030.167871,0.0,0.041399,0.0,0.234400,42.0,22.647000,1.2,FC1=NC(=O)N=C(F)O1,,[]
3,1111.285393,0.4,0.079569,1.6,0.239200,45.2,20.600000,0.4,CN1N=COC1=O,,[]
3,1209.279783,0.8,0.070974,0.4,0.216200,21.6,23.660000,2.0,O=C1CC2OC12C#N,,[]
3,1216.111478,1.2,0.109407,10.4,0.291700,74.4,18.623000,0.0,C1C2C1N1CC21,,[]
3,1251.157882,2.4,0.090714,3.2,0.139900,0.0,27.671000,15.2,NC1=NNC(=C1)N(=O)=O,,[]
3,1322.913591,4.4,0.087107,2.0,0.197000,8.0,28.670000,22.4,OCC1=C(C=O)N=NO1,,[]
3,1340.973313,5.6,0.077784,1.2,0.174300,2.4,24.820000,2.8,FC1=NC=C(C=O)N=C1,,[]
3,1406.755132,8.8,0.089300,2.8,0.159300,0.8,28.075000,17.6,NC1=CC=C(F)OC1=O,,[]
3,1519.258168,16.0,0.119771,16.8,0.170800,2.0,25.029000,3.6,O=CC1=CCN2CC12,,[]
4,1030.167871,0.0,0.041399,0.0,0.234400,42.6,22.647000,0.9,FC1=NC(=O)N=C(F)O1,,[]
4,1111.285393,0.3,0.079569,1.7,0.239200,45.1,20.600000,0.3,CN1N=COC1=O,,[]
4,1209.279783,0.6,0.070974,0.3,0.216200,22.6,23.660000,1.4,O=C1CC2OC12C#N,,[]
4,1216.111478,0.9,0.109407,10.3,0.291700,75.7,18.623000,0.0,C1C2C1N1CC21,,[]
4,1221.247643,1.1,0.077113,0.9,0.187600,5.4,27.698000,15.4,NC1=NOC(=O)C(=N)O1,,[]
4,1251.157882,2.0,0.090714,3.1,0.139900,0.3,27.671000,14.9,NC1=NNC(=C1)N(=O)=O,,[]
4,1340.973313,4.9,0.077784,1.1,0.174300,3.4,24.820000,2.3,FC1=NC=C(C=O)N=C1,,[]
4,1378.377271,6.0,0.077792,1.4,0.155200,1.4,25.596000,4.3,O=C1C=C(C#N)C2OC12,,[]
4,1467.784820,10.6,0.100372,5.4,0.138400,0.0,28.089000,17.1,COC1=COC(=O)C=N1,,[]
4,1519.258168,15.4,0.119771,16.9,0.170800,3.1,25.029000,2.9,O=CC1=CCN2CC12,,[]
5,798.442427,0.0,0.055704,0.2,0.219100,26.9,15.692000,0.0,O=CNC=O,,[]
5,1030.167871,0.2,0.041399,0.0,0.234400,42.0,22.647000,0.9,FC1=NC(=O)N=C(F)O1,,[]
5,1153.647303,0.7,0.076060,0.9,0.214900,21.6,22.942000,1.1,O=C1COC1C#C,,[]
5,1209.279783,0.9,0.070974,0.4,0.216200,23.1,23.660000,1.8,O=C1CC2OC12C#N,,[]
5,1221.247643,1.3,0.077113,1.1,0.187600,5.6,27.698000,15.8,NC1=NOC(=O)C(=N)O1,,[]
5,1251.157882,2.0,0.090714,3.3,0.139900,0.2,27.671000,15.3,NC1=NNC(=C1)N(=O)=O,,[]
5,1309.501831,3.8,0.080945,2.2,0.211900,19.3,24.335000,2.4,O=C1NC2=C(O1)N=CN2,,[]
5,1319.944216,4.0,0.096953,4.7,0.203700,12.0,24.523000,2.9,CC(=O)C1=NNN=C1,,[]
5,1340.973313,5.1,0.077784,1.3,0.174300,2.7,24.820000,3.6,FC1=NC=C(C=O)N=C1,,[]
5,1351.447074,5.3,0.097443,4.9,0.201500,10.9,24.310000,2.2,CC1=NC(=O)NC=N1,,[]
5,1378.377271,6.2,0.077792,1.6,0.155200,1.1,25.596000,5.3,O=C1C=C(C#N)C2OC12,,[]
5,1467.784820,10.7,0.100372,5.6,0.138400,0.0,28.089000,18.0,COC1=COC(=O)C=N1,,[]
5,1519.258168,14.9,0.119771,17.6,0.170800,2.4,25.029000,4.0,O=CC1=CCN2CC12,,[]
6,798.442427,0.0,0.055704,0.2,0.219100,26.9,15.692000,0.0,O=CNC=O,,[]
6,1030.167871,0.2,0.041399,0.0,0.234400,41.5,22.647000,0.9,FC1=NC(=O)N=C(F)O1,,[]
6,1153.647303,0.5,0.076060,0.7,0.214900,22.5,22.942000,1.1,O=C1COC1C#C,,[]
6,1209.279783,0.7,0.070974,0.4,0.216200,23.8,23.660000,1.6,O=C1CC2OC12C#N,,[]
6,1221.247643,1.1,0.077113,0.9,0.187600,6.4,27.698000,16.0,NC1=NOC(=O)C(=N)O1,,[]
6,1251.157882,1.6,0.090714,3.3,0.139900,0.2,27.671000,15.6,NC1=NNC(=C1)N(=O)=O,,[]
6,1309.501831,3.1,0.080945,2.0,0.211900,19.8,24.335000,2.7,O=C1NC2=C(O1)N=CN2,,[]
6,1319.944216,3.5,0.096953,4.4,0.203700,12.5,24.523000,3.3,CC(=O)C1=NNN=C1,,[]
6,1340.973313,4.5,0.077784,1.1,0.174300,3.5,24.820000,3.8,FC1=NC=C(C=O)N=C1,,[]
