generation,E_at,E_at_percentile,zvpe,zvpe_percentile,e_gap,e_gap_percentile,C_v,C_v_percentile,SMILES,coordList,functionalization
1,1217.320061,0.0,0.103211,8.0,0.229700,40.0,24.268000,0.0,CC1=C(N)NN=N1,,[]
1,1310.743672,2.0,0.077297,0.0,0.190200,4.0,26.322000,4.0,O=C(C#C)N1C=CN=N1,,[]
1,1350.033923,4.0,0.101295,4.0,0.162200,0.0,28.325000,20.0,CNC1=NN(C=O)N=N1,,[]
1,1380.487585,8.0,0.096143,2.0,0.178600,2.0,25.675000,2.0,OC1=CN(C=O)C=C1,,[]
2,1032.418120,0.0,0.047625,0.0,0.211500,43.3,22.077000,1.3,O=C1ON=C(O1)C#C,,[]
2,1150.647807,1.3,0.076472,3.3,0.201000,27.3,22.741000,3.3,O=CC#CC1CO1,,[]
2,1190.869282,3.3,0.090919,12.7,0.243500,72.7,21.682000,0.7,OCC1=CC=NO1,,[]
2,1212.933143,4.7,0.064893,1.3,0.198600,24.0,26.094000,17.3,OC1=C(F)C(=O)N=CO1,,[]
2,1236.599663,6.7,0.093523,17.3,0.188100,15.3,21.085000,0.0,NC1=CN=CC=N1,,[]
2,1265.698532,8.7,0.066001,2.0,0.180000,12.0,24.867000,10.0,O=C(C#N)C1=CC=NO1,,[]
2,1294.036232,12.7,0.087932,8.7,0.143700,0.7,28.149000,39.3,N=C1C=CON=NC1=N,,[]
2,1302.101611,14.0,0.087744,8.0,0.171900,6.7,27.298000,30.7,CN=C1ON=CN=C1F,,[]
2,1318.385482,16.7,0.106709,38.0,0.152100,1.3,25.593000,13.3,NC12C3CN=C1OC23,,[]
2,1380.487585,25.3,0.096143,20.0,0.178600,10.7,25.675000,14.7,OC1=CN(C=O)C=C1,,[]
2,1460.497553,36.0,0.103765,36.7,0.172100,7.3,26.940000,26.7,N=C1C=CC(=O)NN=C1,,[]
2,1465.975083,37.3,0.101088,26.0,0.166000,4.0,27.804000,37.3,CN1C=C(F)C=NC1=O,,[]
2,1468.981481,38.7,0.087545,7.3,0.128300,0.0,27.653000,33.3,O=CC1=CC(=O)CC1=O,,[]
3,670.268597,0.0,0.055410,1.6,0.322200,97.2,12.482000,0.0,CC#C,,[]
3,855.199404,0.4,0.045968,0.0,0.115100,0.0,18.951000,3.2,O=CC(=O)C=O,,[]
3,942.772116,0.8,0.079595,22.0,0.254200,77.6,16.197000,0.8,O=CN1CC1,,[]
3,956.906767,2.0,0.081779,24.0,0.272000,85.2,14.168000,0.4,C1CN=CO1,,[]
3,991.719110,2.4,0.064224,4.8,0.238900,70.0,18.837000,2.8,N1C=NN2N=NN=C12,,[]
3,1001.225251,2.8,0.075725,15.2,0.247800,74.8,17.982000,1.6,OC1=NNC=C1,,[]
3,1085.508559,7.6,0.068855,8.8,0.206900,41.6,18.010000,2.0,FC1=CN=CN=C1,,[]
4,670.268597,0.0,0.055410,1.7,0.322200,89.1,12.482000,0.0,CC#C,,[]
4,855.199404,0.3,0.045968,0.3,0.115100,0.0,18.951000,3.7,O=CC(=O)C=O,,[]
4,874.687338,0.6,0.036829,0.0,0.199000,26.0,19.266000,4.3,C#CC#CC#N,,[]
4,942.772116,0.9,0.079595,19.1,0.254200,66.0,16.197000,1.1,O=CN1CC1,,[]
4,956.906767,1.7,0.081779,20.6,0.272000,72.9,14.168000,0.3,C1CN=CO1,,[]
4,961.520844,2.0,0.055700,2.0,0.188900,18.3,17.899000,1.7,O=CC1=NC=NO1,,[]
5,358.757206,0.0,0.026603,0.0,0.226300,51.8,6.413000,0.0,C=O,,[]
5,795.631812,0.4,0.042706,1.1,0.172100,10.4,17.150000,1.6,FC1=CN=NN=N1,,[]
5,826.149481,0.7,0.042699,0.9,0.154300,3.6,17.906000,2.2,O=C1ON=NC=N1,,[]
5,831.650856,0.9,0.036304,0.4,0.194700,23.1,18.651000,4.0,O=C(C#C)C#N,,[]
5,843.073411,1.1,0.034056,0.2,0.208300,37.6,21.261000,8.4,O=C1ON=NOC1=O,,[]
5,855.199404,1.3,0.045968,1.3,0.115100,0.0,18.951000,4.7,O=CC(=O)C=O,,[]
6,358.757206,0.0,0.026603,0.0,0.226300,53.8,6.413000,0.0,C=O,,[]
6,795.631812,0.5,0.042706,0.9,0.172100,10.5,17.150000,1.8,FC1=CN=NN=N1,,[]
6,826.149481,0.9,0.042699,0.7,0.154300,4.2,17.906000,2.5,O=C1ON=NC=N1,,[]
6,831.650856,1.1,0.036304,0.4,0.194700,24.0,18.651000,4.7,O=C(C#C)C#N,,[]
6,843.073411,1.3,0.034056,0.2,0.208300,37.6,21.261000,10.0,O=C1ON=NOC1=O,,[]
6,855.199404,1.5,0.045968,1.3,0.115100,0.2,18.951000,5.3,O=CC(=O)C=O,,[]
6,1696.891039,74.4,0.138486,76.4,0.114500,0.0,24.968000,30.5,C1C2C3OC4C3C1=CC24,,[]
7,358.757206,0.0,0.026603,0.0,0.226300,52.6,6.413000,0.0,C=O,,[]
7,734.216833,0.5,0.035547,0.5,0.200400,28.9,19.569000,6.9,O=N(=O)C1=NON=N1,,[]
7,783.223440,0.8,0.027023,0.2,0.211300,39.4,17.827000,2.6,N#CC#CC#N,,[]
7,795.631812,0.9,0.042706,1.2,0.172100,10.8,17.150000,2.2,FC1=CN=NN=N1,,[]
7,826.149481,1.2,0.042699,1.1,0.154300,4.9,17.906000,2.9,O=C1ON=NC=N1,,[]
7,831.650856,1.4,0.036304,0.6,0.194700,23.5,18.651000,4.9,O=C(C#C)C#N,,[]
7,843.073411,1.5,0.034056,0.3,0.208300,36.5,21.261000,10.8,O=C1ON=NOC1=O,,[]
7,855.199404,1.7,0.045968,1.5,0.115100,0.3,18.951000,5.4,O=CC(=O)C=O,,[]
7,1599.184049,62.5,0.126135,66.0,0.103500,0.0,23.509000,21.5,C1=C2C3C4C1C1C2C3N41,,[]
8,358.757206,0.0,0.026603,0.0,0.226300,53.1,6.413000,0.0,C=O,,[]
8,734.216833,0.5,0.035547,0.4,0.200400,28.4,19.569000,7.9,O=N(=O)C1=NON=N1,,[]
