generation,E_at,E_at_percentile,zvpe,zvpe_percentile,e_gap,e_gap_percentile,C_v,C_v_percentile,SMILES,coordList,functionalization
1,1217.320061,0.0,0.103211,8.0,0.229700,40.0,24.268000,0.0,CC1=C(N)NN=N1,,[]
1,1310.743672,2.0,0.077297,0.0,0.190200,4.0,26.322000,4.0,O=C(C#C)N1C=CN=N1,,[]
1,1350.033923,4.0,0.101295,4.0,0.162200,0.0,28.325000,20.0,CNC1=NN(C=O)N=N1,,[]
1,1380.487585,8.0,0.096143,2.0,0.178600,2.0,25.675000,2.0,OC1=CN(C=O)C=C1,,[]
2,901.820848,0.0,0.064276,0.0,0.242100,40.0,16.736000,0.0,O=C1NC=NN1,,[]
2,1115.305219,1.3,0.073164,0.7,0.221000,24.0,22.249000,1.3,O=CNC1=NON=C1,,[]
2,1268.531110,2.7,0.081350,2.0,0.199300,10.0,24.579000,3.3,O=CC12OC1CC2=O,,[]
2,1310.743672,3.3,0.077297,1.3,0.190200,6.7,26.322000,8.0,O=C(C#C)N1C=CN=N1,,[]
2,1350.033923,4.7,0.101295,6.0,0.162200,1.3,28.325000,19.3,CNC1=NN(C=O)N=N1,,[]
2,1361.709364,6.0,0.111761,12.0,0.178800,4.7,27.651000,14.7,CCC(=O)C(N)=O,,[]
2,1367.712747,7.3,0.099763,5.3,0.170400,2.0,28.877000,24.7,COC1=CN=NOC1=N,,[]
2,1380.487585,8.0,0.096143,4.0,0.178600,4.0,25.675000,6.7,OC1=CN(C=O)C=C1,,[]
2,1604.419988,22.0,0.125128,19.3,0.148100,0.0,30.731000,42.7,CNC1=CNC(C=O)=N1,,[]
3,901.820848,0.0,0.064276,0.4,0.242100,39.6,16.736000,0.0,O=C1NC=NN1,,[]
3,1103.042429,0.8,0.052646,0.0,0.190300,6.8,25.291000,4.8,OC1=NOC(=O)C(=O)O1,,[]
3,1115.305219,1.2,0.073164,1.6,0.221000,23.2,22.249000,0.8,O=CNC1=NON=C1,,[]
3,1168.680547,1.6,0.072288,1.2,0.236600,38.4,22.850000,1.2,N#CCC1=CN=NO1,,[]
3,1268.531110,2.8,0.081350,2.8,0.199300,8.8,24.579000,3.2,O=CC12OC1CC2=O,,[]
3,1310.743672,3.2,0.077297,2.4,0.190200,6.4,26.322000,7.6,O=C(C#C)N1C=CN=N1,,[]
3,1350.033923,4.0,0.101295,6.4,0.162200,1.6,28.325000,18.0,CNC1=NN(C=O)N=N1,,[]
3,1361.709364,4.8,0.111761,10.8,0.178800,4.4,27.651000,12.4,CCC(=O)C(N)=O,,[]
3,1367.712747,5.6,0.099763,5.6,0.170400,2.4,28.877000,22.4,COC1=CN=NOC1=N,,[]
3,1380.487585,6.8,0.096143,4.0,0.178600,4.0,25.675000,6.8,OC1=CN(C=O)C=C1,,[]
3,1479.339780,12.0,0.114826,14.0,0.158000,0.4,31.222000,46.8,NC1=CC(=N)NN=C1O,,[]
3,1604.419988,24.4,0.125128,20.4,0.148100,0.0,30.731000,41.6,CNC1=CNC(C=O)=N1,,[]
4,901.820848,0.0,0.064276,0.3,0.242100,40.6,16.736000,0.0,O=C1NC=NN1,,[]
4,1103.042429,0.9,0.052646,0.0,0.190300,6.6,25.291000,6.6,OC1=NOC(=O)C(=O)O1,,[]
4,1110.789661,1.1,0.066388,0.9,0.142700,0.0,23.317000,1.7,O=N(=O)C1=CN=NC=N1,,[]
4,1115.305219,1.4,0.073164,1.4,0.221000,23.1,22.249000,0.9,O=CNC1=NON=C1,,[]
4,1168.680547,1.7,0.072288,1.1,0.236600,38.9,22.850000,1.4,N#CCC1=CN=NO1,,[]
4,1289.845724,3.4,0.098699,6.3,0.227100,29.7,22.235000,0.6,C1CC2=C(NN=N2)O1,,[]
5,901.820848,0.0,0.064276,0.2,0.242100,40.9,16.736000,0.0,O=C1NC=NN1,,[]
5,1103.042429,0.9,0.052646,0.0,0.190300,7.6,25.291000,6.4,OC1=NOC(=O)C(=O)O1,,[]
5,1110.789661,1.1,0.066388,0.7,0.142700,0.0,23.317000,2.0,O=N(=O)C1=CN=NC=N1,,[]
5,1115.305219,1.3,0.073164,1.3,0.221000,24.4,22.249000,1.1,O=CNC1=NON=C1,,[]
5,1168.680547,1.6,0.072288,1.1,0.236600,38.7,22.850000,1.8,N#CCC1=CN=NO1,,[]
5,1242.728548,2.7,0.086283,3.8,0.167200,2.2,22.483000,1.3,N=C1C=NC=NC=N1,,[]
5,1289.845724,3.3,0.098699,6.7,0.227100,30.4,22.235000,0.7,C1CC2=C(NN=N2)O1,,[]
6,901.820848,0.0,0.064276,0.2,0.242100,42.0,16.736000,0.0,O=C1NC=NN1,,[]
6,1103.042429,0.7,0.052646,0.0,0.190300,8.4,25.291000,6.4,OC1=NOC(=O)C(=O)O1,,[]
6,1110.789661,0.9,0.066388,0.7,0.142700,0.2,23.317000,2.0,O=N(=O)C1=CN=NC=N1,,[]
6,1115.305219,1.1,0.073164,1.5,0.221000,26.2,22.249000,1.1,O=CNC1=NON=C1,,[]
6,1155.049159,1.3,0.068631,0.9,0.220000,24.7,22.707000,1.5,OC1=NN2C=NOC2=N1,,[]
6,1240.162661,2.4,0.064439,0.4,0.181200,6.0,26.042000,9.1,O=CC1=NC(=NO1)C#C,,[]
6,1242.728548,2.7,0.086283,4.2,0.167200,2.7,22.483000,1.3,N=C1C=NC=NC=N1,,[]
6,1289.845724,3.3,0.098699,7.1,0.227100,31.8,22.235000,0.7,C1CC2=C(NN=N2)O1,,[]
6,1299.853245,4.0,0.083182,3.5,0.173800,4.0,21.627000,0.4,N1C=NC2=NC=NC2=N1,,[]
6,1380.919311,7.6,0.089055,4.5,0.141900,0.0,26.812000,11.5,N=C1ON=CC=C1C=O,,[]
7,901.820848,0.0,0.064276,0.2,0.242100,43.2,16.736000,0.0,O=C1NC=NN1,,[]
7,1103.042429,0.6,0.052646,0.0,0.190300,8.2,25.291000,5.8,OC1=NOC(=O)C(=O)O1,,[]
