generation,E_at,E_at_percentile,zvpe,zvpe_percentile,e_gap,e_gap_percentile,C_v,C_v_percentile,SMILES,coordList,functionalization
1,1111.285393,0.0,0.079569,0.0,0.239200,42.0,20.600000,2.0,CN1N=COC1=O,,[]
1,1216.111478,2.0,0.109407,6.0,0.291700,76.0,18.623000,0.0,C1C2C1N1CC21,,[]
1,1403.766931,10.0,0.115068,12.0,0.148400,0.0,31.092000,46.0,NC1=C(N)C(=N)N=NN1,,[]
1,1510.415304,16.0,0.119915,14.0,0.223600,30.0,27.063000,14.0,CC1=CNC(=O)OC1,,[]
1,1548.456183,18.0,0.129951,20.0,0.212200,16.0,28.820000,24.0,CN=C1OC=CN1C,,[]
1,1608.231481,28.0,0.127031,16.0,0.199000,12.0,30.357000,34.0,NC1=CC(=O)NC=NC1,,[]
1,1693.132885,36.0,0.136646,40.0,0.205300,14.0,29.183000,28.0,CC12COC(OC1)C2=O,,[]
1,1782.175225,54.0,0.149309,50.0,0.190200,4.0,30.717000,40.0,ON=C1C=CCC2CC12,,[]
2,213.087785,0.0,0.021375,0.0,0.361500,99.3,6.002000,0.0,O,,[]
2,1111.229545,0.7,0.096396,12.7,0.283400,84.7,23.603000,6.7,NC(CO)C#N,,[]
2,1111.285393,1.3,0.079569,3.3,0.239200,60.0,20.600000,2.7,CN1N=COC1=O,,[]
2,1132.994083,2.0,0.072412,0.7,0.187000,14.7,24.105000,7.3,NC1=NC(C=O)=NO1,,[]
2,1154.458045,2.7,0.097425,13.3,0.287800,87.3,20.503000,2.0,N#CCC1CN1,,[]
2,1201.915331,3.3,0.085671,5.3,0.183900,12.7,24.209000,8.0,NC1=NN(C=O)N=C1,,[]
2,1216.111478,4.0,0.109407,25.3,0.291700,88.7,18.623000,0.7,C1C2C1N1CC21,,[]
2,1247.614964,5.3,0.074701,2.0,0.178900,7.3,27.218000,23.3,CC1=C(F)N=NOC1=O,,[]
2,1257.619975,6.7,0.089197,8.0,0.218400,38.0,21.241000,3.3,N1C=NC2=C1C=NN2,,[]
2,1314.358127,10.0,0.105329,20.7,0.256900,74.7,19.696000,1.3,C1CC2=CN=CN12,,[]
2,1319.909703,11.3,0.087317,6.0,0.174900,6.7,28.458000,34.0,OCC1=CN=NOC1=O,,[]
2,1325.586781,12.0,0.095061,11.3,0.207700,30.7,22.655000,4.7,O=CC12C3C4C1N4C23,,[]
2,1381.174080,16.0,0.100775,16.7,0.156500,2.0,28.127000,31.3,COC1=NOC(=N)C=N1,,[]
2,1403.766931,20.7,0.115068,41.3,0.148400,0.7,31.092000,68.0,NC1=C(N)C(=N)N=NN1,,[]
2,1422.186217,24.0,0.107868,24.0,0.160700,3.3,25.306000,12.0,CN=C1OC=CN=C1,,[]
2,1437.886504,26.0,0.092302,10.0,0.145500,0.0,23.467000,6.0,O1C=CC2=CC=NC2=N1,,[]
3,213.087785,0.0,0.021375,0.0,0.361500,99.2,6.002000,0.0,O,,[]
3,756.104363,0.4,0.060632,3.2,0.287200,91.2,15.855000,0.4,OCC#C,,[]
3,901.820848,0.8,0.064276,4.4,0.242100,72.8,16.736000,0.8,O=C1NC=NN1,,[]
3,922.371783,1.2,0.033003,0.4,0.248800,77.6,23.497000,9.6,FC(F)(F)C#CC#N,,[]
3,942.474049,1.6,0.047857,1.6,0.221500,58.0,21.031000,4.0,O=CN1N=NOC1=O,,[]
3,972.657883,2.0,0.039131,0.8,0.180100,21.2,24.118000,11.6,FC1=C(F)C(=O)ON=N1,,[]
3,1023.841948,2.4,0.060068,2.8,0.159000,9.2,21.797000,5.6,FC1=NOC(=N)C=N1,,[]
3,1030.167871,2.8,0.041399,1.2,0.234400,67.2,22.647000,7.2,FC1=NC(=O)N=C(F)O1,,[]
3,1111.285393,4.4,0.079569,14.8,0.239200,71.6,20.600000,3.2,CN1N=COC1=O,,[]
3,1173.966687,8.0,0.081528,17.2,0.201300,42.4,19.287000,1.6,OC1=CN=CC=N1,,[]
3,1178.565704,8.4,0.075479,10.4,0.227000,62.4,19.678000,2.0,O1C=CN2C=NN=C12,,[]
3,1187.514616,9.2,0.064207,4.0,0.146400,4.4,25.048000,17.6,O=CC(=O)C1=NON=C1,,[]
3,1252.181350,15.6,0.058203,2.4,0.160900,11.2,27.635000,39.2,C#CC#CC#CC#C,,[]
3,1252.590486,16.0,0.080839,16.8,0.129500,0.4,22.789000,8.0,N1N=NC2=CN=CC2=N1,,[]
3,1285.209056,20.0,0.092027,31.2,0.193400,36.0,20.718000,3.6,O=CN1C=CC=C1,,[]
3,1295.492054,20.8,0.079728,15.6,0.153000,6.4,22.813000,8.4,O1N=CC2=CC=NC2=N1,,[]
3,1315.069095,24.4,0.074803,9.6,0.143200,2.8,28.281000,46.8,O=C(C#N)C(=O)C1CO1,,[]
3,1380.613087,34.8,0.100759,40.4,0.081400,0.0,30.409000,73.2,NC=[NH+]C1=NOC([O-])=C1,,[]
3,1399.754636,42.0,0.077335,12.4,0.139900,2.0,26.592000,30.0,O=C1C=CC(C#N)C1=O,,[]
4,213.087785,0.0,0.021375,0.0,0.361500,99.4,6.002000,0.0,O,,[]
4,670.268597,0.3,0.055410,2.6,0.322200,98.9,12.482000,0.6,CC#C,,[]
4,756.104363,0.6,0.060632,5.4,0.287200,91.1,15.855000,1.1,OCC#C,,[]
4,784.640984,0.9,0.059116,3.7,0.271500,85.1,12.360000,0.3,N1C=NN=C1,,[]
4,820.149863,1.1,0.064539,8.6,0.219400,55.4,16.955000,2.6,NC1=NNN=N1,,[]
4,873.688343,1.4,0.063735,6.6,0.228400,62.9,16.777000,2.3,OC1=CNN=N1,,[]
4,877.401317,1.7,0.044413,1.1,0.235500,67.4,17.407000,3.1,N#CC1=NON=C1,,[]
4,901.820848,2.0,0.064276,8.0,0.242100,72.0,16.736000,2.0,O=C1NC=NN1,,[]
4,922.371783,2.3,0.033003,0.3,0.248800,75.7,23.497000,19.4,FC(F)(F)C#CC#N,,[]
4,942.474049,2.9,0.047857,1.7,0.221500,58.0,21.031000,9.4,O=CN1N=NOC1=O,,[]
4,942.772116,3.1,0.079595,27.4,0.254200,79.1,16.197000,1.4,O=CN1CC1,,[]
4,958.075190,4.3,0.066349,10.9,0.188500,28.9,22.620000,15.4,NC1=C(O)N=NO1,,[]
4,962.767706,4.6,0.046718,1.4,0.190000,30.9,21.875000,13.1,C#CC#CC#C,,[]
4,972.657883,4.9,0.039131,0.6,0.180100,20.0,24.118000,22.0,FC1=C(F)C(=O)ON=N1,,[]
4,979.719874,5.1,0.057617,2.9,0.225100,60.9,16.669000,1.7,FC1=NC=NC=N1,,[]
4,1023.597219,6.0,0.061327,6.3,0.200800,40.9,20.514000,7.7,O=N(=O)C1=COC=N1,,[]
